Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,doner_id,donor_id
SRR3986043,OTHER,152,41013248,PRJNA299657,SAMN05463054,12319741,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988062,GSM2255121,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255121,LMPP,SRP065190,BM1077,
SRR3986044,OTHER,152,32733048,PRJNA299657,SAMN05463053,9662471,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988063,GSM2255122,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255122,LMPP,SRP065190,BM1077,
SRR3986045,OTHER,152,14705848,PRJNA299657,SAMN05463052,4368631,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988064,GSM2255123,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255123,LMPP,SRP065190,BM1077,
SRR3986046,OTHER,152,50546536,PRJNA299657,SAMN05463051,15522859,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988065,GSM2255124,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255124,LMPP,SRP065190,BM1077,
SRR3986047,OTHER,152,50444544,PRJNA299657,SAMN05463050,13574014,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988066,GSM2255125,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255125,LMPP,SRP065190,BM1077,
SRR3986048,OTHER,152,46280048,PRJNA299657,SAMN05463049,12906744,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988067,GSM2255126,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255126,LMPP,SRP065190,BM1077,
SRR3986049,OTHER,152,44013424,PRJNA299657,SAMN05463048,11364040,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988068,GSM2255127,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255127,LMPP,SRP065190,BM1077,
SRR3986050,OTHER,152,38704064,PRJNA299657,SAMN05463047,10593757,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988069,GSM2255128,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255128,LMPP,SRP065190,BM1077,
SRR3986051,OTHER,152,67727552,PRJNA299657,SAMN05463046,19888685,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988070,GSM2255129,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255129,LMPP,SRP065190,BM1077,
SRR3986052,OTHER,152,45322904,PRJNA299657,SAMN05463045,13160082,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988071,GSM2255130,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255130,LMPP,SRP065190,BM1077,
SRR3986053,OTHER,152,37524240,PRJNA299657,SAMN05463044,10328460,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988072,GSM2255131,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255131,LMPP,SRP065190,BM1077,
SRR3986054,OTHER,152,54320848,PRJNA299657,SAMN05463043,15728330,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988073,GSM2255132,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255132,LMPP,SRP065190,BM1077,
SRR3986055,OTHER,152,23860504,PRJNA299657,SAMN05463042,6721623,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988074,GSM2255133,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255133,LMPP,SRP065190,BM1077,
SRR3986056,OTHER,152,39206728,PRJNA299657,SAMN05463041,10351013,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988075,GSM2255134,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255134,LMPP,SRP065190,BM1077,
SRR3986057,OTHER,152,28250872,PRJNA299657,SAMN05463040,7746719,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988076,GSM2255135,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255135,LMPP,SRP065190,BM1077,
SRR3986058,OTHER,152,30726040,PRJNA299657,SAMN05463039,8477015,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988077,GSM2255136,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255136,LMPP,SRP065190,BM1077,
SRR3986059,OTHER,152,58326048,PRJNA299657,SAMN05463038,15201546,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988078,GSM2255137,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255137,LMPP,SRP065190,BM1077,
SRR3986060,OTHER,152,43774784,PRJNA299657,SAMN05463037,12429851,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988079,GSM2255138,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255138,LMPP,SRP065190,BM1077,
SRR3986061,OTHER,152,59832368,PRJNA299657,SAMN05463036,18349574,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988080,GSM2255139,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255139,LMPP,SRP065190,BM1077,
SRR3986062,OTHER,152,45905064,PRJNA299657,SAMN05463035,14119006,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988081,GSM2255140,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255140,LMPP,SRP065190,BM1077,
SRR3986063,OTHER,152,68538472,PRJNA299657,SAMN05463034,20039868,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988082,GSM2255141,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255141,LMPP,SRP065190,BM1077,
SRR3986064,OTHER,152,50712520,PRJNA299657,SAMN05463033,13959372,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988083,GSM2255142,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255142,LMPP,SRP065190,BM1077,
SRR3986065,OTHER,152,67545608,PRJNA299657,SAMN05463032,20001609,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988084,GSM2255143,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255143,LMPP,SRP065190,BM1077,
SRR3986066,OTHER,152,50968184,PRJNA299657,SAMN05463031,13919813,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988085,GSM2255144,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255144,LMPP,SRP065190,BM1077,
SRR3986067,OTHER,152,54625608,PRJNA299657,SAMN05463030,16253529,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988086,GSM2255145,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255145,LMPP,SRP065190,BM1077,
SRR3986068,OTHER,152,41650128,PRJNA299657,SAMN05462988,11938873,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988087,GSM2255146,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255146,LMPP,SRP065190,BM1077,
SRR3986069,OTHER,152,32900400,PRJNA299657,SAMN05462987,9165211,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988088,GSM2255147,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255147,LMPP,SRP065190,BM1077,
SRR3986070,OTHER,152,40431392,PRJNA299657,SAMN05462986,13338639,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988089,GSM2255148,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255148,LMPP,SRP065190,BM1077,
SRR3986071,OTHER,152,78758496,PRJNA299657,SAMN05462985,23761152,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988090,GSM2255149,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255149,LMPP,SRP065190,BM1077,
SRR3986072,OTHER,152,56718952,PRJNA299657,SAMN05462984,16865627,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988091,GSM2255150,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255150,LMPP,SRP065190,BM1077,
SRR3986073,OTHER,152,53501720,PRJNA299657,SAMN05462983,14479612,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988092,GSM2255151,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255151,LMPP,SRP065190,BM1077,
SRR3986074,OTHER,152,61565928,PRJNA299657,SAMN05462982,18843606,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988093,GSM2255152,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255152,LMPP,SRP065190,BM1077,
SRR3986075,OTHER,152,86595768,PRJNA299657,SAMN05462981,27125777,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988094,GSM2255153,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255153,LMPP,SRP065190,BM1077,
SRR3986077,OTHER,152,53345920,PRJNA299657,SAMN05462980,14538784,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988095,GSM2255154,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255154,LMPP,SRP065190,BM1077,
SRR3986078,OTHER,152,74612544,PRJNA299657,SAMN05462979,22198489,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988096,GSM2255155,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255155,LMPP,SRP065190,BM1077,
SRR3986079,OTHER,152,50789888,PRJNA299657,SAMN05462978,14373915,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988097,GSM2255156,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255156,LMPP,SRP065190,BM1077,
SRR3986080,OTHER,152,59188648,PRJNA299657,SAMN05462977,17236419,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988098,GSM2255157,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255157,LMPP,SRP065190,BM1077,
SRR3986081,OTHER,152,52988112,PRJNA299657,SAMN05462976,15352419,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988099,GSM2255158,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255158,LMPP,SRP065190,BM1077,
SRR3986082,OTHER,152,40822792,PRJNA299657,SAMN05462975,11865216,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988100,GSM2255159,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255159,LMPP,SRP065190,BM1077,
SRR3986083,OTHER,152,71800544,PRJNA299657,SAMN05462974,20923433,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988101,GSM2255160,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255160,LMPP,SRP065190,BM1077,
SRR3986084,OTHER,152,82261944,PRJNA299657,SAMN05462973,25049385,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988102,GSM2255161,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255161,LMPP,SRP065190,BM1077,
SRR3986085,OTHER,152,51431784,PRJNA299657,SAMN05462972,14766888,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988103,GSM2255162,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255162,LMPP,SRP065190,BM1077,
SRR3986086,OTHER,152,50397272,PRJNA299657,SAMN05462971,13992527,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988104,GSM2255163,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255163,LMPP,SRP065190,BM1077,
SRR3986087,OTHER,152,52417200,PRJNA299657,SAMN05462970,15721779,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988105,GSM2255164,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255164,LMPP,SRP065190,BM1077,
SRR3986088,OTHER,152,69614328,PRJNA299657,SAMN05462969,21559062,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988106,GSM2255165,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255165,LMPP,SRP065190,BM1077,
SRR3986089,OTHER,152,72140568,PRJNA299657,SAMN05462968,22645561,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988107,GSM2255166,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255166,LMPP,SRP065190,BM1077,
SRR3986090,OTHER,152,69830168,PRJNA299657,SAMN05462967,21235846,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988108,GSM2255167,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255167,LMPP,SRP065190,BM1077,
SRR3986091,OTHER,152,65475064,PRJNA299657,SAMN05462966,19051666,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988109,GSM2255168,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255168,LMPP,SRP065190,BM1077,
SRR3986092,OTHER,152,68768144,PRJNA299657,SAMN05462965,20654516,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988110,GSM2255169,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255169,LMPP,SRP065190,BM1077,
SRR3986093,OTHER,152,43010832,PRJNA299657,SAMN05462964,11630714,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988111,GSM2255170,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255170,LMPP,SRP065190,BM1077,
SRR3986094,OTHER,152,61462112,PRJNA299657,SAMN05462963,20704137,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988112,GSM2255171,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255171,LMPP,SRP065190,BM1077,
SRR3986095,OTHER,152,66253152,PRJNA299657,SAMN05462962,19669608,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988113,GSM2255172,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255172,LMPP,SRP065190,BM1077,
SRR3986096,OTHER,152,63805800,PRJNA299657,SAMN05462961,18136896,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988114,GSM2255173,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255173,LMPP,SRP065190,BM1077,
SRR3986097,OTHER,152,46832264,PRJNA299657,SAMN05462960,13087823,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988115,GSM2255174,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255174,LMPP,SRP065190,BM1077,
SRR3986098,OTHER,152,46177448,PRJNA299657,SAMN05462959,12068914,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988116,GSM2255175,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255175,LMPP,SRP065190,BM1077,
SRR3986099,OTHER,152,42995328,PRJNA299657,SAMN05463018,12080802,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988117,GSM2255176,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255176,LMPP,SRP065190,BM1077,
SRR3986100,OTHER,152,57348840,PRJNA299657,SAMN05463017,16172944,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988118,GSM2255177,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255177,LMPP,SRP065190,BM1077,
SRR3986101,OTHER,152,55698272,PRJNA299657,SAMN05463016,16709927,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988119,GSM2255178,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255178,LMPP,SRP065190,BM1077,
SRR3986102,OTHER,152,66363656,PRJNA299657,SAMN05463015,21034624,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988120,GSM2255179,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255179,LMPP,SRP065190,BM1077,
SRR3986103,OTHER,152,72797208,PRJNA299657,SAMN05463014,24620344,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988121,GSM2255180,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255180,LMPP,SRP065190,BM1077,
SRR3986104,OTHER,152,37434256,PRJNA299657,SAMN05463013,11430804,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988122,GSM2255181,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255181,LMPP,SRP065190,BM1077,
SRR3986105,OTHER,152,16087528,PRJNA299657,SAMN05463012,5942039,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988123,GSM2255182,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255182,LMPP,SRP065190,BM1077,
SRR3986106,OTHER,152,14208656,PRJNA299657,SAMN05463011,4453777,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988124,GSM2255183,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255183,LMPP,SRP065190,BM1077,
SRR3986107,OTHER,152,52250152,PRJNA299657,SAMN05463010,15380840,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988125,GSM2255184,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255184,LMPP,SRP065190,BM1077,
SRR3986108,OTHER,152,85885472,PRJNA299657,SAMN05463009,27475384,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988126,GSM2255185,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255185,LMPP,SRP065190,BM1077,
SRR3986109,OTHER,152,23819312,PRJNA299657,SAMN05463008,8573283,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988127,GSM2255186,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255186,LMPP,SRP065190,BM1077,
SRR3986110,OTHER,152,14284048,PRJNA299657,SAMN05463007,5228827,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988128,GSM2255187,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255187,LMPP,SRP065190,BM1077,
SRR3986111,OTHER,152,20724440,PRJNA299657,SAMN05463006,7554957,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988129,GSM2255188,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255188,LMPP,SRP065190,BM1077,
SRR3986112,OTHER,152,1626248,PRJNA299657,SAMN05463005,640903,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988130,GSM2255189,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255189,LMPP,SRP065190,BM1077,
SRR3986113,OTHER,152,243048,PRJNA299657,SAMN05463004,138424,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988131,GSM2255190,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255190,LMPP,SRP065190,BM1077,
SRR3986114,OTHER,152,27201312,PRJNA299657,SAMN05463003,8115291,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988132,GSM2255191,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255191,LMPP,SRP065190,BM1077,
SRR3986115,OTHER,152,13439688,PRJNA299657,SAMN05463002,4935740,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988133,GSM2255192,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255192,LMPP,SRP065190,BM1077,
